"Interval","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037"
11,0.00240612981610945,0.00279438676487464,0.00305142396661448,0.00305499566891117,0.0030404998700711,0.00301544382472657,0.00299038777938204,0.00296533173403751,0.00294027568869299,0.00291521964334846,0.00289016359800393,0.00286510755265941,0.00284005150731488,0.00283145298790041,0.00280626528111388,0.0028347945601406,0.00298665336083594,0.00396328291495198,0.00407782931516287,0.00411952851783251
12,0.00275480132672543,0.00321227405353785,0.00352020060446692,0.0035222367636163,0.00350536009641388,0.00347647493099176,0.00344758976556964,0.00341870460014753,0.00338981943472541,0.0033609342693033,0.00333204910388118,0.00330316393845907,0.00327427877303695,0.00326580092128054,0.00323675249567034,0.00327057890267226,0.00344241380019619,0.00458289441970756,0.00471611149714742,0.0047747280807388
13,0.00287235512961965,0.00335391920711835,0.00368185765058183,0.00368214961316695,0.00366489437357402,0.00363469531217845,0.00360449625078288,0.00357429718938732,0.00354409812799175,0.00351389906659618,0.00348370000520061,0.00345350094380505,0.00342330188240948,0.00341601792502044,0.00338563554074086,0.00341877554714681,0.00359863396291703,0.00479919754627055,0.00493735799298496,0.00500697571810232
14,0.00278532437338598,0.00324438878952062,0.00356225137677851,0.00355323540875358,0.00353629349950173,0.0035071520238585,0.00347801054821527,0.00344886907257204,0.00341972759692882,0.00339058612128558,0.00336144464564236,0.00333230316999913,0.0033031616943559,0.0032977503392234,0.00326841902031998,0.00328986497601827,0.00345293767322523,0.00462159387197497,0.00475366436129055,0.00482128278532554
15,0.00251190126133579,0.00292092592026418,0.00320152269960735,0.0031878993542486,0.00317056946722353,0.00314443940614541,0.0031183093450673,0.00309217928398918,0.00306604922291107,0.00303991916183296,0.00301378910075484,0.00298765903967673,0.00296152897859861,0.00295577482762771,0.00292948175714521,0.00295642080830188,0.00310938045836045,0.00416587484313451,0.00428697071891525,0.00435441090595366
16,0.00206174170115653,0.00238996908100592,0.00263409029588206,0.00262408491695616,0.00261286204727039,0.00259133041179988,0.00256979877632937,0.00254826714085886,0.00252673550538835,0.00250520386991784,0.00248367223444733,0.00246214059897682,0.00244060896350632,0.00244221180207712,0.0024204950882367,0.00244655514832716,0.00258438425145093,0.00341985889028765,0.0035143347754265,0.00359252914465694
17,0.00160575488810604,0.0018591886802613,0.0020490256162987,0.00204070373803603,0.00203181478798326,0.00201507106835861,0.00199832734873397,0.00198158362910932,0.00196483990948468,0.00194809618986004,0.00193135247023539,0.00191460875061075,0.00189786503098611,0.00190246895715812,0.00188555445383441,0.00190953713572363,0.00203178832752,0.00271809473816746,0.00278516803108318,0.00285539574634314
18,0.000999329659524422,0.00115734351503915,0.00127215578361051,0.00126564100531562,0.0012600938204221,0.00124970906727053,0.00123932431411895,0.00122893956096737,0.0012185548078158,0.00120817005466422,0.00119778530151265,0.00118740054836107,0.00117701579520949,0.00118387215002946,0.0011733494658434,0.00118571914280303,0.00126751793027339,0.00170409651932213,0.00175030777155189,0.0018058764008513
19,0.000392767537588293,0.000465504983009403,0.000514196209069385,0.000511251149958926,0.000508698919858037,0.000504507348848818,0.0005003157778396,0.000496124206830381,0.000491932635821162,0.000487741064811944,0.000483549493802725,0.000479357922793506,0.000475166351784288,0.000482949503223932,0.000478662132841672,0.000480931336206484,0.000513424580586845,0.000693518187521466,0.000717141904502887,0.000751327961813353
20,6.11054342780247e-05,7.42042582425876e-05,8.21244125126954e-05,8.18058579540431e-05,8.1197247460842e-05,8.05282931788238e-05,7.98593388968055e-05,7.91903846147874e-05,7.85214303327691e-05,7.78524760507509e-05,7.71835217687327e-05,7.65145674867144e-05,7.58456132046962e-05,7.8907001359803e-05,7.82082038175967e-05,7.85169388649265e-05,8.16340342065224e-05,0.00011260110520344,0.000116039916638079,0.000122187880679545
21,3.93401733748778e-07,4.67916878854891e-07,4.64148296208688e-07,4.60379713562485e-07,4.56611130916283e-07,4.5284254827008e-07,4.49073965623877e-07,4.45305382977675e-07,4.41536800331472e-07,4.3776821768527e-07,4.33999635039067e-07,4.30231052392864e-07,4.26462469746662e-07,4.22693887100459e-07,4.18925304454256e-07,4.15156721808054e-07,4.11388139161851e-07,7.8176980925804e-07,7.75007969663205e-07,7.6824613006837e-07
22,2.34108914969134e-07,2.32236007578985e-07,2.30363100188836e-07,2.28490192798688e-07,2.26617285408539e-07,2.2474437801839e-07,2.22871470628241e-07,2.20998563238092e-07,2.19125655847944e-07,2.17252748457795e-07,2.15379841067646e-07,2.13506933677497e-07,2.11634026287349e-07,2.097611188972e-07,2.07888211507051e-07,2.06015304116902e-07,2.04142396726754e-07,3.83567985005948e-07,3.80244661682624e-07,3.76921338359301e-07
23,3.80880248388654e-07,3.77833144489623e-07,3.74786040590592e-07,3.71738936691561e-07,3.6869183279253e-07,3.65644728893499e-07,3.62597624994468e-07,3.59550521095438e-07,3.56503417196407e-07,3.53456313297376e-07,3.50409209398345e-07,3.47362105499314e-07,3.44315001600283e-07,3.41267897701252e-07,3.38220793802221e-07,3.35173689903191e-07,3.3212658600416e-07,4.05706260040362e-07,4.02046129321408e-07,5.11072436742503e-07
24,3.0018964736045e-07,3.33706848633276e-07,4.43704310914353e-07,4.40113876482133e-07,4.36523442049914e-07,4.32933007617694e-07,4.29342573185475e-07,4.25752138753255e-07,4.22161704321036e-07,4.18571269888817e-07,4.14980835456597e-07,4.11390401024378e-07,4.07799966592158e-07,4.04209532159939e-07,4.00619097727719e-07,3.970286632955e-07,3.93438228863281e-07,6.36558344376114e-07,6.43765307321738e-07,6.38098975306521e-07
25,2.80979102120229e-07,2.97512258753925e-07,2.95114124996765e-07,2.92715991239605e-07,2.90317857482445e-07,2.87919723725285e-07,2.85521589968125e-07,2.83123456210964e-07,2.80725322453804e-07,2.78327188696644e-07,2.75929054939484e-07,2.73530921182324e-07,2.71132787425164e-07,2.68734653668004e-07,2.66336519910844e-07,2.63938386153683e-07,2.61540252396523e-07,3.4397879227906e-07,4.11928456391996e-07,4.08283389866605e-07
26,2.09596226418978e-07,2.07919417764482e-07,3.73179087054966e-07,3.70166755685636e-07,3.67154424316307e-07,3.64142092946978e-07,3.61129761577648e-07,3.58117430208319e-07,3.5510509883899e-07,3.5209276746966e-07,3.49080436100331e-07,3.46068104731002e-07,3.43055773361672e-07,3.40043441992343e-07,3.37031110623014e-07,3.34018779253684e-07,3.31006447884355e-07,4.04620684509567e-07,4.75706264230355e-07,4.71483204891677e-07
27,1.90439411013448e-07,2.98382284798662e-07,2.95982980249256e-07,2.9358367569985e-07,2.91184371150444e-07,2.88785066601038e-07,2.86385762051632e-07,2.83986457502226e-07,2.8158715295282e-07,2.79187848403414e-07,2.76788543854008e-07,2.74389239304602e-07,2.71989934755196e-07,2.6959063020579e-07,2.67191325656384e-07,2.64792021106979e-07,2.62392716557573e-07,3.36619910022477e-07,3.33607578653148e-07,3.30595247283819e-07
28,3.37646333050666e-07,3.34945095101305e-07,3.32243857151943e-07,3.29542619202582e-07,3.2684138125322e-07,3.24140143303859e-07,3.21438905354498e-07,3.18737667405136e-07,3.16036429455775e-07,3.13335191506414e-07,3.10633953557052e-07,3.07932715607691e-07,3.0523147765833e-07,3.02530239708968e-07,2.99829001759607e-07,2.97127763810246e-07,3.6763648895077e-07,5.16100002968719e-07,5.11599037099296e-07,5.07098071229872e-07
29,1.279430091254e-07,2.39605259078941e-07,2.37680178335757e-07,2.35755097592573e-07,2.3383001684939e-07,2.31904936106206e-07,2.29979855363022e-07,2.28054774619838e-07,2.26129693876654e-07,2.2420461313347e-07,2.22279532390286e-07,2.20354451647102e-07,2.18429370903919e-07,2.16504290160735e-07,2.14579209417551e-07,2.12654128674367e-07,2.10729047931183e-07,2.82013863417792e-07,2.79503088260669e-07,2.76992313103545e-07
30,7.66262880736192e-08,7.60132612536958e-08,7.54002344337725e-08,7.47872076138491e-08,7.41741807939257e-08,7.35611539740024e-08,7.2948127154079e-08,7.23351003341556e-08,7.17220735142322e-08,7.11090466943089e-08,7.04960198743855e-08,6.98829930544621e-08,6.92699662345388e-08,6.86569394146154e-08,6.8043912594692e-08,6.74308857747686e-08,6.68178589548453e-08,1.42831120208541e-07,1.41605066568694e-07,1.40379012928848e-07
31,6.15415449008977e-05,7.0819673993883e-05,7.77510556229743e-05,7.71971530129154e-05,7.65660111579431e-05,7.59348693029708e-05,7.53037274479985e-05,7.46725855930263e-05,7.40414437380539e-05,7.34103018830816e-05,7.27791600281093e-05,7.21480181731371e-05,7.15168763181648e-05,7.10738170843975e-05,7.04411705272308e-05,7.12235173781837e-05,7.45575341919862e-05,0.000102124320190145,0.000105358854523596,0.000105348716413779
32,0.000331056910563165,0.000382802442141613,0.000416336937090525,0.00041498159243496,0.000412147504067195,0.000408750213268309,0.000405352922469423,0.000401955631670537,0.000398558340871651,0.000395161050072766,0.00039176375927388,0.000388366468474994,0.000384969177676108,0.000382951157815228,0.000379542832533584,0.00038143376979924,0.000398584218358181,0.000536797489940529,0.000562336096608926,0.000564020650144483
33,0.000797460370923643,0.000916019507852768,0.000987328648447373,0.000985892137592045,0.000979706359865698,0.000971629832901662,0.000963553305937626,0.00095547677897359,0.000947400252009554,0.000939323725045518,0.000931247198081482,0.000923170671117445,0.00091509414415341,0.000909964238551794,0.000901864137920046,0.000907733086343566,0.000945191859734612,0.00126973305954549,0.00131504483128851,0.00132228191110091
34,0.00114705445868644,0.00133585007490188,0.00145407923686787,0.00144989594348048,0.00143947931593394,0.00142761445605339,0.00141574959617285,0.00140388473629231,0.00139201987641177,0.00138015501653123,0.00136829015665069,0.00135642529677014,0.0013445604368896,0.00133780513962626,0.00132589940200277,0.00134153925442645,0.00140892278205132,0.00188029000147204,0.00193810453209642,0.00195042181767583
35,0.00144546250090548,0.00168044250473822,0.0018249300306673,0.00182343205254237,0.00181388275020652,0.00179893275333511,0.00178398275646369,0.00176903275959228,0.00175408276272087,0.00173913276584945,0.00172418276897804,0.00170923277210663,0.00169428277523521,0.00168952054693281,0.00167448904535921,0.00169414566177505,0.00178447144663976,0.0023885324766055,0.00244810666717074,0.00247017182445585
36,0.00178199557025092,0.00206737363698924,0.00225488219701648,0.00225719370182796,0.00224441908279451,0.00222592194541676,0.00220742480803901,0.00218892767066126,0.00217043053328352,0.00215193339590577,0.00213343625852802,0.00211493912115027,0.00209644198377252,0.00209126730169888,0.00207266358124903,0.00209691018250056,0.00219282307871584,0.00292341300833513,0.00300356575038429,0.00303901915212392
37,0.00210441556844923,0.00243973425246042,0.00264291199132324,0.00264656173983288,0.00263334598753371,0.00261164200802787,0.00258993802852203,0.00256823404901619,0.00254653006951035,0.00252482609000451,0.00250312211049867,0.00248141813099283,0.00245971415148699,0.00245879318344677,0.00243692293434846,0.00246394615306788,0.00257552086183207,0.00343296527113561,0.00351381454115347,0.0035443646968664
38,0.00185199875584512,0.00216702647794617,0.00232683205033444,0.00232169432379433,0.0023081386186942,0.00228911183343007,0.00227008504816594,0.00225105826290181,0.00223203147763769,0.00221300469237356,0.00219397790710943,0.0021749511218453,0.00215592433658117,0.00215373083571034,0.00213456937959982,0.00215045135587661,0.00224093081471669,0.00303093876365866,0.00310473071256034,0.00312813148800508
39,0.00161329877099448,0.0018637650033101,0.00199939787210567,0.00199278599098356,0.00197917390907391,0.00196285646127972,0.00194653901348554,0.00193022156569136,0.00191390411789718,0.001897586670103,0.00188126922230882,0.00186495177451464,0.00184863432672045,0.00184034167692516,0.00182396002850402,0.00183941657492518,0.00194055943780212,0.00264108811115288,0.002696895254484,0.0027017809620456
40,0.0012399808204543,0.00143160126119801,0.00154004120742877,0.00153630154217699,0.001527101465877,0.00151451214223079,0.00150192281858458,0.00148933349493837,0.00147674417129217,0.00146415484764596,0.00145156552399975,0.00143897620035355,0.00142638687670734,0.00142163426282767,0.00140898224325669,0.00141518271454486,0.00148633108631534,0.00203900756610305,0.00207748608039231,0.0020995028389365
41,0.000773276866393713,0.000896516615208503,0.000967783647663926,0.000965238400832162,0.000960279460321611,0.000952363730758264,0.000944448001194917,0.000936532271631571,0.000928616542068224,0.000920700812504877,0.000912785082941531,0.000904869353378183,0.000896953623814838,0.000894743014089454,0.000886781641892879,0.000892781217827985,0.000937264878625718,0.00127270865131631,0.00129648405188997,0.00131193502351049
42,0.000291848985480969,0.000334117035213603,0.000358456738376497,0.000358122681383896,0.000355762817875284,0.000352829699858597,0.00034989658184191,0.000346963463825223,0.000344030345808535,0.000341097227791848,0.000338164109775161,0.000335230991758473,0.000332297873741786,0.000330963441758794,0.000328017533773455,0.000329288393143315,0.000345576653643655,0.000465748350620183,0.000475705451175738,0.000478146988120352
43,6.98439521977591e-05,7.90682837389889e-05,8.68203138421987e-05,8.64632939979348e-05,8.59459287017298e-05,8.52374787502213e-05,8.45290287987127e-05,8.38205788472041e-05,8.31121288956956e-05,8.24036789441871e-05,8.16952289926785e-05,8.09867790411698e-05,8.02783290896613e-05,7.99773870180857e-05,7.92656768784893e-05,8.01567898079274e-05,8.5219865354415e-05,0.000116265953836012,0.000118685828700846,0.000119500939419336
44,6.58743064151985e-06,6.98819689548843e-06,8.12942111142545e-06,8.06351090575048e-06,7.99760070007552e-06,7.93169049440055e-06,7.86578028872558e-06,7.79987008305061e-06,7.73395987737564e-06,7.66804967170067e-06,7.6021394660257e-06,7.53622926035073e-06,7.47031905467577e-06,7.40440884900079e-06,7.33849864332583e-06,7.30132294140355e-06,7.77576245075447e-06,1.12328400170517e-05,1.13778450878569e-05,1.12772091340192e-05
45,3.84662647089871e-07,4.33359055031103e-07,4.29867422310038e-07,4.26375789588972e-07,4.22884156867907e-07,4.19392524146842e-07,4.15900891425777e-07,4.12409258704711e-07,4.08917625983646e-07,4.05425993262581e-07,4.01934360541516e-07,3.9844272782045e-07,3.94951095099385e-07,3.9145946237832e-07,3.87967829657254e-07,3.84476196936189e-07,3.80984564215124e-07,6.04896968563264e-07,5.99586030441136e-07,5.94275092319008e-07
46,4.64122900642267e-07,6.90945219152632e-07,6.85387723294553e-07,6.79830227436474e-07,6.74272731578394e-07,6.68715235720315e-07,6.63157739862235e-07,6.57600244004156e-07,6.52042748146076e-07,6.46485252287997e-07,6.40927756429917e-07,6.35370260571838e-07,6.29812764713759e-07,6.24255268855679e-07,6.186977729976e-07,6.1314027713952e-07,7.35291453581516e-07,9.84696637185408e-07,1.08875359328916e-06,1.38955699043509e-06
47,4.33147561973403e-07,4.29682234372353e-07,4.26216906771304e-07,4.22751579170254e-07,4.19286251569205e-07,4.15820923968155e-07,4.12355596367106e-07,4.08890268766056e-07,4.05424941165007e-07,4.01959613563957e-07,3.98494285962908e-07,3.95028958361858e-07,3.91563630760809e-07,3.88098303159759e-07,3.8463297555871e-07,4.96105295572209e-07,4.91720427741275e-07,7.02776844839494e-07,6.96668373613737e-07,6.90559902387981e-07
48,1.73225871267125e-07,1.7184000448572e-07,2.42290101856943e-07,2.4032952243186e-07,2.38368943006778e-07,2.36408363581696e-07,2.34447784156613e-07,2.32487204731531e-07,2.30526625306448e-07,2.28566045881366e-07,2.26605466456283e-07,2.24644887031201e-07,2.22684307606118e-07,2.20723728181036e-07,2.18763148755953e-07,2.16802569330871e-07,2.14841989905788e-07,2.21588804051113e-07,2.32329400558981e-07,2.30196987858617e-07
49,3.85786627852821e-07,4.97637636928435e-07,4.93631668100306e-07,4.89625699272177e-07,4.85619730444049e-07,4.8161376161592e-07,4.77607792787791e-07,4.73601823959662e-07,4.69595855131534e-07,4.65589886303405e-07,4.61583917475276e-07,4.57577948647147e-07,4.53571979819019e-07,4.4956601099089e-07,4.45560042162761e-07,4.41554073334632e-07,5.10756696964485e-07,6.05777479706426e-07,6.71413830954008e-07,6.65457008342723e-07
50,4.34923151363168e-07,4.31443609755179e-07,4.27964068147189e-07,4.244845265392e-07,4.2100498493121e-07,4.1752544332322e-07,4.14045901715231e-07,4.10566360107241e-07,4.07086818499252e-07,4.03607276891262e-07,4.00127735283273e-07,3.96648193675283e-07,3.93168652067293e-07,3.89689110459304e-07,3.86209568851314e-07,3.82730027243325e-07,3.79250485635335e-07,5.67333217685037e-07,5.62321109027239e-07,5.57309000369441e-07
51,8.45126674508569e-08,8.38365349288826e-08,8.31604024069083e-08,8.2484269884934e-08,8.18081373629597e-08,8.11320048409854e-08,8.04558723190111e-08,7.97797397970367e-08,7.91036072750624e-08,7.84274747530881e-08,7.77513422311138e-08,7.70752097091395e-08,7.63990771871652e-08,7.57229446651909e-08,7.50468121432166e-08,7.43706796212423e-08,1.75109748040296e-07,1.73622256491953e-07,1.72134764943609e-07,1.70647273395266e-07
52,5.32503710615764e-08,1.29449131599622e-07,1.65971233048763e-07,1.64631679925125e-07,1.63292126801486e-07,1.61952573677847e-07,1.60613020554209e-07,1.5927346743057e-07,1.57933914306932e-07,1.56594361183293e-07,1.55254808059654e-07,1.53915254936016e-07,1.52575701812377e-07,1.51236148688739e-07,1.498965955651e-07,1.48557042441461e-07,1.47217489317823e-07,1.45877936194184e-07,1.44538383070546e-07,1.43198829946907e-07
53,3.01991517984405e-07,2.99575471105883e-07,2.97159424227362e-07,3.71368090867271e-07,3.68339017168826e-07,3.65309943470381e-07,3.62280869771937e-07,3.59251796073492e-07,3.56222722375047e-07,3.53193648676602e-07,3.50164574978157e-07,3.47135501279712e-07,3.44106427581267e-07,3.41077353882822e-07,3.38048280184377e-07,3.35019206485932e-07,3.31990132787488e-07,3.28961059089043e-07,3.25931985390598e-07,5.12211027443571e-07
54,1.57595596670411e-07,3.36627967084593e-07,4.48861637690294e-07,4.45238855243982e-07,4.4161607279767e-07,4.37993290351358e-07,4.34370507905046e-07,4.30747725458734e-07,4.27124943012423e-07,4.23502160566111e-07,4.19879378119799e-07,4.16256595673487e-07,4.12633813227175e-07,4.09011030780863e-07,4.05388248334551e-07,4.0176546588824e-07,3.98142683441928e-07,5.28612965954765e-07,5.23917386573587e-07,5.19221807192409e-07
55,5.27257870173041e-05,5.95991651429147e-05,6.57048670699591e-05,6.54146298484778e-05,6.50693729189961e-05,6.4533033470977e-05,6.39966940229579e-05,6.34603545749388e-05,6.29240151269197e-05,6.23876756789006e-05,6.18513362308814e-05,6.13149967828624e-05,6.07786573348433e-05,6.08378995275106e-05,6.02967951892094e-05,6.10575192752312e-05,6.43741365668203e-05,8.48047872768869e-05,8.64887134516001e-05,8.8106566616113e-05
56,0.000394073031483996,0.000450861578117024,0.000492876701506826,0.00049230989254979,0.00048953209298142,0.000485497172519104,0.000481462252056788,0.000477427331594472,0.000473392411132155,0.000469357490669839,0.000465322570207523,0.000461287649745207,0.000457252729282891,0.000455756865432991,0.000451701631491051,0.00045701497973235,0.000482858379076359,0.000638819951753668,0.000655804175149911,0.000663224581321687
57,0.00081334365840351,0.000933891017706444,0.00102203583105322,0.00102065351900588,0.00101499315486473,0.0010066274689594,0.000998261783054078,0.000989896097148753,0.000981530411243427,0.000973164725338101,0.000964799039432776,0.000956433353527451,0.000948067667622125,0.000945783173783904,0.00093736883584096,0.000947850078173524,0.00100034761305131,0.00133067399537554,0.00136614627479396,0.00138228182724541
58,0.00137428685709015,0.00158369466855457,0.00174108106996693,0.00174231671229956,0.00173362173702389,0.00171933509801107,0.00170504845899825,0.00169076181998543,0.00167647518097261,0.00166218854195979,0.00164790190294697,0.00163361526393415,0.00161932862492133,0.00161563704286447,0.00160126563896137,0.00162001183986271,0.00170007547539213,0.00223955616798401,0.00230772251307703,0.00233814998430601
59,0.0019376238190208,0.00225156702509253,0.00248115589331417,0.00248671488067744,0.00247362342123431,0.00245324068022081,0.0024328579392073,0.0024124751981938,0.0023920924571803,0.00237170971616679,0.00235132697515329,0.00233094423413979,0.00231056149312628,0.0023054757435243,0.00228497062006565,0.00231052581295552,0.00242083930347882,0.00318536485655827,0.00329011287923391,0.00332730123667058
60,0.00212418629663936,0.00248442181450744,0.00272696398020991,0.00272782550815228,0.00271339070214995,0.0026910310342219,0.00266867136629385,0.0026463116983658,0.00262395203043775,0.0026015923625097,0.00257923269458164,0.00255687302665359,0.00253451335872554,0.00253450357847445,0.00251196510176897,0.00253835219483666,0.00264224943071673,0.00349068396563297,0.00360921868452448,0.00364577903441766
61,0.0020174950451306,0.00234200003693983,0.00258526055903094,0.00258722529600671,0.00257674408858265,0.00255551203115848,0.00253427997373431,0.00251304791631014,0.00249181585888597,0.00247058380146179,0.00244935174403762,0.00242811968661345,0.00240688762918928,0.00240976082828878,0.00238833591820003,0.00241561240799592,0.0025159879363535,0.00331901648753183,0.00342798941643508,0.00348605066844474
62,0.00237369800504012,0.00276277776391372,0.00304020957730294,0.0030372713497919,0.0030241676807513,0.00299924713881193,0.00297432659687256,0.00294940605493319,0.00292448551299382,0.00289956497105445,0.00287464442911508,0.00284972388717571,0.00282480334523633,0.00282517919374371,0.0028000562693592,0.00282631890781575,0.00295356495061315,0.00392576787639002,0.00403919863396036,0.00411028601462945
63,0.00257770496024959,0.00299679810427809,0.00328650556645698,0.00327532497996947,0.00326058189842809,0.00323371019039818,0.00320683848236826,0.00317996677433834,0.00315309506630843,0.00312622335827851,0.00309935165024859,0.00307247994221868,0.00304560823418876,0.00304400154750123,0.00301692770780986,0.00304453568161229,0.00319673787636219,0.00423601913744064,0.00435903055845462,0.0044333769669627
64,0.0022755453615562,0.00264464714664663,0.00291024629071236,0.00289857699494835,0.00288418077219402,0.0028604115233788,0.00283664227456358,0.00281287302574836,0.00278910377693313,0.00276533452811791,0.00274156527930269,0.00271779603048747,0.00269402678167225,0.00269473887742696,0.00267077376654277,0.00269073354608791,0.00283306314732612,0.00378005203395313,0.00389023394815471,0.00396733440330228
65,0.00181258111371064,0.00208754442147652,0.00228947344556965,0.00227924756995904,0.00226840549378833,0.00224970898963675,0.00223101248548517,0.0022123159813336,0.00219361947718202,0.00217492297303044,0.00215622646887886,0.00213752996472729,0.00211883346057571,0.00212189116602606,0.00210302061798733,0.00212669783340262,0.00225540789825947,0.0030286877313314,0.00310474255255088,0.00317404829504237
66,0.0010675657157959,0.00123410970887237,0.0013532064985148,0.00134580694635158,0.00133967298289616,0.00132863126338053,0.0013175895438649,0.00130654782434926,0.00129550610483363,0.00128446438531799,0.00127342266580236,0.00126238094628673,0.00125133922677109,0.00125832151179304,0.00124713559165045,0.00126093037948833,0.00134440315402103,0.00180577233894816,0.00185051759305122,0.00190643992523234
67,0.000385223372137869,0.000454177139263738,0.000501097589698936,0.000498077188293142,0.000495562318507062,0.000491478577162224,0.000487394835817386,0.000483311094472548,0.000479227353127711,0.000475143611782872,0.000471059870438035,0.000466976129093197,0.000462892387748359,0.000470970920275925,0.000466789874855851,0.00046917480650017,0.000502980698198576,0.000680785513041912,0.00070326825786668,0.000738294457856959
68,5.18401710776198e-05,6.31017191143499e-05,6.959997668198e-05,6.92017769707398e-05,6.86960933338126e-05,6.8130068532327e-05,6.75640437308414e-05,6.69980189293557e-05,6.64319941278701e-05,6.58659693263845e-05,6.52999445248988e-05,6.47339197234132e-05,6.41678949219276e-05,6.69558965872833e-05,6.63630379299982e-05,6.64903290219679e-05,6.91305963350354e-05,9.75873311429786e-05,9.99301379805194e-05,0.000104941391898602
